loan_amnt,funded_amnt,funded_amnt_inv,term,batch_enrolled,int_rate,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,zip_code,addr_state,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,last_week_pay,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_rev_hi_lim
8000,8000,8000,36 months,BAT4812002,13.11,B,B4,Prolab,1 year,RENT,50000,761xx,TX,11.72,0,0,26,,8,0,7625,62,21,1560.53,0,0,0,0,,INDIVIDUAL,117th week,0,,,
35000,35000,35000,60 months, ,17.57,D,D2,Sales Account Leader,10+ years,RENT,127000,606xx,IL,19.8,0,0,52,,12,0,10090,73.6,29,9129.16,0,0,0,0,52,INDIVIDUAL,87th week,0,0,112544,13700
9875,9875,9875,36 months,BAT5319342,15.61,D,D1,Cook,4 years,OWN,26000,427xx,KY,29.32,0,0,40,,13,0,13244,77,44,1849.24,0,0,0,0,40,INDIVIDUAL,78th week,0,0,13244,17200
12500,12500,12500,36 months,BAT5019662,9.67,B,B1,Applications,5 years,MORTGAGE,79900,495xx,MI,12.32,0,1,82,,20,0,11786,37.1,47,660.58,0,0,0,0,,INDIVIDUAL,35th week,0,0,143811,31800
3800,3800,3800,36 months, ,13.11,B,B4,Little Tykes Preschool,1 year,RENT,17000,606xx,IL,13.98,0,3,,,5,0,4317,32.2,7,490,0,0,0,0,,INDIVIDUAL,61th week,0,0,4317,13400
6000,6000,6000,36 months,BAT6248271,10.99,B,B3,,n/a,MORTGAGE,38400,895xx,NV,30.84,0,0,47,,3,0,49995,,44,471.45,0,0,0,0,70,INDIVIDUAL,43th week,0,0,59069,50000
10000,10000,10000,36 months,BAT4725056,13.06,C,C2,"Nutrimedia, LLC",7 years,RENT,84000,926xx,CA,18.99,1,2,2,,8,0,292,2.2,10,614.06,0,389.54,3.98,0,,INDIVIDUAL,26th week,0,,,
7625,7625,7625,36 months, ,21.18,E,E3,,n/a,OWN,24000,444xx,OH,21.05,1,0,4,,6,0,18620,82.8,16,2188.71,0,0,0,0,,INDIVIDUAL,91th week,0,0,22286,22500
18400,18400,18400,60 months,BAT422167,19.99,E,E4,bus driver,10+ years,MORTGAGE,40000,147xx,NY,26.1,0,1,,,12,0,19462,40,23,1187.34,0,0,0,0,,INDIVIDUAL,17th week,0,0,68469,48600
23000,23000,23000,60 months, ,24.99,F,F4,Loan Doc Specialist Underwriting Support,10+ years,RENT,46000,891xx,NV,9.13,0,2,,76,13,1,8965,30.9,29,3232.15,0,0,0,0,,INDIVIDUAL,31th week,0,0,9864,29000
12000,12000,12000,36 months, ,9.17,B,B2,Owner,10+ years,RENT,60000,945xx,CA,13.52,0,0,71,,5,0,7215,68.7,10,219.51,0,0,0,0,71,INDIVIDUAL,13th week,0,0,41965,10500
5000,5000,5000,36 months,,13.98,C,C3,Research Associate,5 years,RENT,40000,774xx,TX,9.42,1,0,18,,9,0,7154,78.6,11,834.78,0,0,0,0,,INDIVIDUAL,78th week,0,0,19549,9100
13000,13000,13000,60 months,,10.49,B,B3,Performance Improvement Manager,9 years,MORTGAGE,52000,722xx,AR,31.25,0,0,,,10,0,19186,76.4,22,1446.85,0,0,0,0,,INDIVIDUAL,61th week,0,0,65925,25100
14400,14400,14400,60 months, ,21.98,E,E4,Nestle USA,4 years,RENT,45000,336xx,FL,18.37,0,1,81,,18,0,12893,69.3,33,6969.01,0,0,0,0,,INDIVIDUAL,139th week,0,0,13264,18600
12000,12000,12000,36 months,,9.49,B,B2,VP Merchandising,2 years,MORTGAGE,2.00E+05,021xx,MA,15.19,0,0,,,22,0,54729,81.9,56,908.64,0,0,0,0,,INDIVIDUAL,48th week,0,0,354631,66800
19075,19075,19075,36 months, ,13.33,C,C3,IT Specialist III,10+ years,MORTGAGE,53000,708xx,LA,25.63,0,0,,,12,0,38754,80.7,37,1183.85,0,0,0,0,,INDIVIDUAL,26th week,0,0,59955,48000
10500,10500,225,36 months, ,11.86,D,D1,Mustang Enterprises,1 year,RENT,50000,712xx,LA,13.8,0,5,0,0,16,0,18927,77.9,26,1908.74,0,0,0,0,,INDIVIDUAL,122th week,0,,,
10000,10000,10000,36 months,BAT5662637,5.32,A,A1,installer,10+ years,RENT,75000,112xx,NY,12.7,0,0,,,8,0,4329,13.7,10,226.49,0,0,0,0,,INDIVIDUAL,26th week,0,0,417668,31600
6000,6000,6000,36 months,BAT6248271,9.17,B,B1,Owner,10+ years,RENT,83650,913xx,CA,8.97,0,1,38,,17,0,4114,14.2,26,564.05,0,0,0,0,38,INDIVIDUAL,65th week,0,0,18907,28900
5000,5000,5000,36 months, ,13.33,C,C3,Teacher,10+ years,MORTGAGE,61000,309xx,GA,33.09,0,0,,,14,0,38575,91.8,28,310.32,0,0,0,0,,INDIVIDUAL,26th week,0,0,166847,42000
10000,10000,10000,36 months,BAT3404765,12.12,B,B3,Northwestern University,2 years,RENT,40000,602xx,IL,25.44,2,0,11,,6,0,11904,88.8,16,1908.73,0,0,0,0,,INDIVIDUAL,130th week,0,109,16546,13400
9050,9050,9050,36 months,,16.29,D,D2,IMPORT SUPERVISOR,10+ years,MORTGAGE,44998,930xx,CA,7.76,0,1,25,,7,0,6753,85.5,25,1624.16,0,0,0,0,25,INDIVIDUAL,74th week,0,0,367711,7900
6000,6000,6000,36 months,BAT4818662,12.99,C,C1,,n/a,MORTGAGE,33660,937xx,CA,21.46,0,1,,57,9,1,1602,15.6,28,515.67,0,0,0,0,,INDIVIDUAL,35th week,0,0,63780,10300
6500,6500,6500,36 months,BAT338166,14.49,C,C4,HR GENERALIST,3 years,RENT,35360,181xx,PA,17.45,0,0,,,14,0,3034,11.4,16,1033.04,0,0,0,0,,INDIVIDUAL,70th week,0,0,14933,26600
15000,15000,15000,36 months, ,13.35,C,C2,Collectors Specialist,4 years,MORTGAGE,51000,016xx,MA,11.01,0,1,,,13,0,24293,49.6,35,2566.07,0,0,0,0,,INDIVIDUAL,87th week,0,0,24293,49000
15000,15000,15000,36 months,BAT5060554,11.44,B,B4,IT Support Analyst,5 years,MORTGAGE,75000,208xx,MD,19.33,0,1,24,,13,0,5982,27.7,32,1450.23,0,0,0,0,42,INDIVIDUAL,52th week,0,0,355880,21600
12500,12500,12500,36 months,,10.99,B,B2,TEACHER,8 years,MORTGAGE,65000,027xx,MA,14.66,1,1,14,,9,0,15147,72.1,26,2065.91,0,0,0,0,,INDIVIDUAL,117th week,0,0,374428,21000
24000,24000,24000,60 months, ,15.61,D,D1,Police Officer,10+ years,MORTGAGE,60000,370xx,TN,20.38,1,0,22,55,10,1,10451,54.4,28,4552.87,0,0,0,0,59,INDIVIDUAL,70th week,0,8861,37126,19200
5000,5000,5000,36 months, ,10.16,B,B1,"Rho, Inc",2 years,MORTGAGE,89400,276xx,NC,9.14,0,0,36,,5,0,5533,65.9,21,642.93,0,0,0,0,,INDIVIDUAL,87th week,0,0,6715,8400
6000,6000,6000,36 months,BAT6248271,17.57,D,D4,Technician,2 years,MORTGAGE,33500,770xx,TX,23.47,0,1,,77,12,1,8540,51.1,16,1037.55,0,0,0,0,,INDIVIDUAL,65th week,0,0,45027,16700
12500,12500,12500,36 months, ,15.22,C,C3,Union Bank,5 years,RENT,108000,921xx,CA,19.38,0,0,,,12,0,19570,86.6,25,357.77,0,0,0,0,,INDIVIDUAL,30th week,0,0,36061,22600
12000,12000,12000,36 months, ,11.67,B,B4,L.A.,7 years,RENT,55000,200xx,DC,26.71,0,0,,,12,0,24916,86.2,21,1594.95,0,0,0,0,,INDIVIDUAL,78th week,0,0,31179,28900
30000,30000,30000,36 months,,8.9,A,A5,Sysco Food Service,10+ years,MORTGAGE,80000,770xx,TX,4.2,0,1,,,18,0,11100,12.2,48,4087.2,0,0,0,0,,INDIVIDUAL,122th week,0,701,150378,91000
6000,6000,6000,36 months,BAT5319342,12.49,B,B5,Assistant Manager,10+ years,RENT,21000,222xx,VA,8.57,0,0,,,7,0,6168,16.7,9,891.23,0,0,0,0,,INDIVIDUAL,78th week,0,0,6168,36900
15000,15000,15000,36 months,BAT5046402,10.16,B,B1,St. Joseph Health System,2 years,RENT,98000,921xx,CA,11.91,0,3,,,20,0,23965,33.6,48,1991.63,0,13.53,0,0,,INDIVIDUAL,91th week,0,0,50814,71277
6000,6000,6000,36 months,BAT5241177,9.99,B,B3,Project manager,2 years,RENT,75000,600xx,IL,7.65,1,0,20,,5,0,5443,44.3,15,142.92,0,0,0,0,,INDIVIDUAL,13th week,0,0,19590,12300
20000,20000,20000,60 months, ,13.33,C,C3,Licensed practical nurse,4 years,RENT,70000,112xx,NY,25.37,0,0,32,72,22,1,9504,38.6,31,643.79,0,0,0,0,32,INDIVIDUAL,13th week,0,0,65503,24600
17600,17600,17600,60 months,BAT6612051,8.18,B,B1,RN,4 years,MORTGAGE,59650,616xx,IL,25.79,0,0,,,17,0,15677,45.7,24,905.66,0,0,0,0,,INDIVIDUAL,35th week,0,0,154360,34300
7000,7000,6900,36 months,,10.99,B,B2,Executive director,3 years,MORTGAGE,81900,601xx,IL,11.75,2,1,8,,15,0,7714,46.2,34,1115.13,0,0,0,0,,INDIVIDUAL,109th week,0,5042,389713,16700
18000,18000,18000,36 months, ,12.59,C,C2,,n/a,MORTGAGE,60000,604xx,IL,31.04,2,1,0,,19,0,19011,39.4,32,348.18,0,0,0,0,70,INDIVIDUAL,9th week,1,0,54327,48200
15000,15000,15000,60 months,BAT6248271,14.99,C,C5,Boat Captain,2 years,MORTGAGE,62000,330xx,FL,20.2,4,0,2,,13,0,21083,53.4,28,2408.23,0,0,0,0,21,INDIVIDUAL,61th week,0,0,33153,39600
10000,10000,10000,36 months,BAT6004464,12.59,C,C2,executive casino host,2 years,RENT,80000,711xx,LA,2.43,1,0,23,81,12,1,3289,35,20,0,0,0,0,1,,INDIVIDUAL,NAth week,0,4980,3289,9400
21000,21000,21000,36 months,BAT338166,12.49,B,B5,General Manager/co-owner,8 years,MORTGAGE,120000,498xx,MI,22.93,0,0,,98,18,1,21394,52.4,43,2725.22,0,0,0,0,,INDIVIDUAL,70th week,0,0,250081,40800
5000,5000,5000,36 months, ,8.88,B,B1,International Paper,1 year,RENT,60040,298xx,SC,20.95,0,1,,,11,0,7286,52.4,23,712.75,0,0,0,0,,INDIVIDUAL,161th week,0,,,
14000,14000,13975,60 months,BAT5241177,16.99,D,D3,Director of Revenue Assurance,1 year,MORTGAGE,103000,275xx,NC,38.54,0,0,,,17,0,48009,87.4,36,740.39,0,0,0,0,,INDIVIDUAL,17th week,0,0,268083,54900
15000,15000,15000,60 months, ,9.99,B,B3,Plant Manager,10+ years,OWN,94000,109xx,NY,14.52,4,1,6,,15,0,19207,40.3,26,361.45,0,0,0,0,16,INDIVIDUAL,13th week,0,0,79420,47700
16000,16000,16000,36 months,BAT5260863,7.26,A,A4,"Officer, Transportation",10+ years,OWN,96000,290xx,SC,18.35,0,0,30,,7,0,13836,87.6,13,308.96,0,0,0,0,,INDIVIDUAL,13th week,0,0,65107,15800
4000,4000,4000,36 months,BAT5260863,12.29,C,C1,Office Manager,8 years,MORTGAGE,36040,761xx,TX,9.66,0,0,,105,11,1,3806,45.9,21,117.32,0,0,0,0,,INDIVIDUAL,13th week,0,0,9090,8300
11575,11575,11575,60 months,BAT5260863,18.55,E,E2,FISCAL SUPPORT SPECIALIST,8 years,MORTGAGE,47000,933xx,CA,37.9,0,1,82,78,26,1,22249,49.9,48,519.34,0,0,0,0,82,INDIVIDUAL,13th week,0,0,213579,44600
10000,10000,10000,36 months,BAT446479,11.67,B,B4,family nurse practitioner,2 years,MORTGAGE,80000,629xx,IL,5.29,0,2,,,9,0,13303,62.2,16,1329.13,0,0,0,0,,INDIVIDUAL,74th week,0,0,150777,21400
35000,35000,34900,60 months, ,24.99,F,F4,Account representative,10+ years,RENT,150000,926xx,CA,18.94,0,5,86,64,19,2,52190,73.6,40,971.84,0,0,0,0,86,INDIVIDUAL,9th week,0,0,80977,70900
20500,20500,20500,60 months,,15.88,C,C4,Mass mutual insurance co,7 years,RENT,46583,011xx,MA,19.35,0,0,,,16,0,29007,48.3,24,3280.53,0,2484.78,24.8478,0,,INDIVIDUAL,57th week,0,0,29007,60000
24000,24000,24000,36 months,BAT3141736,14.33,C,C1,Northern Va. Community College,10+ years,MORTGAGE,76000,238xx,VA,15.13,0,0,77,,9,0,23287,88.9,19,4894.3,0,0,0,0,,INDIVIDUAL,100th week,0,0,140592,26200
8000,8000,8000,36 months,BAT4031849,15.88,C,C4,,n/a,MORTGAGE,72000,322xx,FL,32.97,0,1,39,,9,0,17521,67.9,36,1979.62,0,0,0,0,53,INDIVIDUAL,122th week,0,0,231024,25800
8000,8000,8000,36 months,,7.9,A,A4,Gen-Probe,5 years,MORTGAGE,68500,919xx,CA,2.94,0,1,,,13,0,4026,39.1,27,769.34,0,0,0,0,,INDIVIDUAL,83th week,0,,,
16775,16775,16775,36 months,BAT3563724,7.62,A,A3,Deputy Sheriff,10+ years,MORTGAGE,110000,218xx,MD,8.06,0,0,,,14,0,16853,23,32,1865.31,0,0,0,0,,INDIVIDUAL,113th week,0,0,188262,73300
1000,1000,1000,36 months,BAT4127326,11.99,B,B5,Cutodian,10+ years,RENT,34824,631xx,MO,14.16,0,0,,,4,0,1897,79,14,109.79,0,0,0,0,,INDIVIDUAL,56th week,0,0,8010,2400
21600,21600,21600,60 months, ,22.15,E,E5,Sales,1 year,MORTGAGE,70000,452xx,OH,22.48,1,4,14,,9,0,5570,71.4,23,6552.99,0,0,0,0,14,INDIVIDUAL,78th week,0,0,261130,7800
12000,12000,12000,36 months, ,15.41,D,D1,Banker,< 1 year,OWN,38000,207xx,MD,23.56,0,1,,,9,0,8839,35.6,10,284.26,0,0,0,0,,INDIVIDUAL,9th week,0,0,37817,24800
6450,6450,6450,36 months, ,15.8,C,C3,WELLS FARGO BANK,5 years,MORTGAGE,50000,071xx,NJ,2.18,0,1,,,12,0,2178,87.1,13,1223.2,0,0,0,0,,INDIVIDUAL,78th week,0,0,199502,2500
17500,17500,17500,60 months, ,17.76,D,D1,"ATD TITLE, LLC",2 years,MORTGAGE,150000,221xx,VA,6.66,0,1,,,11,0,3065,17.3,29,4979.93,0,0,0,0,,INDIVIDUAL,91th week,0,0,430066,17700
15000,15000,15000,36 months, ,12.05,C,C1,CSS II,1 year,RENT,53000,063xx,CT,14.12,0,3,,,10,0,13662,86.5,17,277.68,0,0,0,0,,INDIVIDUAL,9th week,0,0,39926,15800
6500,6500,6500,36 months,BAT6248271,19.52,E,E2,,n/a,OWN,24300,171xx,PA,38.02,1,0,5,,7,0,2577,35.3,15,1215.16,0,0,0,0,,INDIVIDUAL,65th week,0,0,28020,7300
12000,12000,12000,36 months,BAT6248271,12.99,C,C1,Solutions Architect,3 years,RENT,157000,088xx,NJ,14.49,2,0,7,,9,0,23705,49.4,23,1482.25,0,0,0,0,,INDIVIDUAL,61th week,0,0,268919,48000
10500,10500,10500,36 months,,16.78,C,C5,Department of Social Services,9 years,OWN,30000,922xx,CA,23.12,1,1,12,,8,0,15153,68.9,17,2755.91,0,0,0,0,,INDIVIDUAL,122th week,0,0,15153,22000
16000,16000,16000,36 months,BAT3274746,10.99,B,B2,Commercial RE Appraisar,3 years,MORTGAGE,1.00E+05,606xx,IL,14.53,0,0,,,8,0,15059,45.2,25,2124.59,0,0,0,0,,INDIVIDUAL,78th week,0,0,360155,33300
12000,12000,12000,36 months,,14.33,C,C1,HSS,10+ years,RENT,150000,019xx,MA,18.83,0,3,46,,15,0,20642,61.3,26,2829.7,0,0,0,0,74,INDIVIDUAL,156th week,0,0,66314,33700
20000,20000,20000,36 months,BAT6004464,10.64,B,B4,Owner,< 1 year,RENT,85000,782xx,TX,2.18,2,0,12,,9,0,3032,20.8,10,0,0,0,0,0,16,INDIVIDUAL,NAth week,0,0,3248,14600
21000,21000,20900,36 months,BAT5241177,7.26,A,A4,Field Technician,2 years,RENT,65000,349xx,FL,27.73,0,0,,,12,0,6655,22.6,17,363.15,0,0,0,0,,INDIVIDUAL,13th week,0,0,48887,29500
14000,14000,14000,60 months, ,13.18,C,C3,Service Associate,3 years,RENT,50000,401xx,KY,17.67,0,0,57,,9,0,15980,71.7,29,143.52,0,0,0,0,57,INDIVIDUAL,4th week,0,0,18891,22300
17000,17000,17000,36 months,BAT5060554,8.19,A,A5,Marketing Manager,< 1 year,RENT,97000,180xx,PA,9.53,0,0,,,8,0,17706,54.3,27,1184.11,0,0,0,0,,INDIVIDUAL,52th week,0,0,28966,32600
18000,18000,18000,36 months,BAT5241177,5.32,A,A1,Director,10+ years,MORTGAGE,190000,600xx,IL,13.93,0,0,,,13,0,126927,24.5,31,227.92,0,0,0,0,,INDIVIDUAL,13th week,0,0,510585,202200
10000,10000,10000,60 months,,13.99,C,C4,Director - Operations,5 years,MORTGAGE,110000,951xx,CA,32.8,1,1,21,,16,0,56595,91.4,35,1087.48,0,0,0,0,,INDIVIDUAL,43th week,0,0,463322,61900
14000,14000,13925,36 months, ,9.67,B,B1,Pharmacy Tech,2 years,MORTGAGE,50000,820xx,WY,28.61,0,0,,,13,0,31483,73.4,41,1867.87,0,0,0,0,,INDIVIDUAL,100th week,0,0,222483,42900
8400,8400,8400,36 months,BAT6004464,17.86,D,D5,deputy sheriff,4 years,OWN,42000,358xx,AL,31.04,1,0,9,,22,0,19657,69.2,30,0,0,0,0,1,35,INDIVIDUAL,NAth week,0,99,95821,28400
25000,25000,24975,36 months, ,8.9,A,A5,Prefered Health Partners,1 year,OWN,65000,113xx,NY,26.4,0,0,,,17,0,29263,36.1,34,3454.52,0,0,0,0,,INDIVIDUAL,130th week,0,,,
10000,10000,10000,36 months,BAT6004464,6.24,A,A2,inventory specialist,10+ years,RENT,72000,080xx,NJ,11.95,1,1,22,,15,0,10485,15.7,40,32.94,0,0,0,0,43,INDIVIDUAL,4th week,0,16458,40823,66600
5000,5000,4975,36 months,BAT3041298,8.9,A,A5,The Gardens at Columbine,10+ years,MORTGAGE,31000,801xx,CO,17.85,0,1,27,,9,0,2672,15.4,21,675.12,0,0,0,0,27,INDIVIDUAL,122th week,0,0,10836,17300
35000,35000,35000,60 months,BAT6248271,13.35,C,C2,General Manager,< 1 year,RENT,155000,913xx,CA,15.75,0,0,,,8,0,32787,79.6,14,4987.7,0,0,0,0,,INDIVIDUAL,61th week,0,357,61393,41200
10000,10000,10000,36 months, ,11.67,B,B4,Owner,10+ years,RENT,36000,930xx,CA,3.73,0,1,,21,7,1,3978,33.1,22,601.09,0,0,0,0,,INDIVIDUAL,43th week,0,0,3978,12000
11100,11100,11100,36 months,BAT5260863,9.17,B,B2,Executive Assistant,6 years,RENT,58000,117xx,NY,18.74,0,0,,,8,0,15036,54.3,10,234.14,0,0,0,0,,INDIVIDUAL,13th week,0,0,33192,27700
35000,35000,35000,60 months,BAT4268557,22.99,F,F1,Claims Counsel,8 years,RENT,89250,320xx,FL,27.21,0,1,32,,12,0,32901,85.7,27,6008.12,0,0,0,0,,INDIVIDUAL,44th week,0,0,128344,38400
5000,5000,5000,36 months,BAT4664105,11.53,B,B5,Director of operations,6 years,RENT,60000,900xx,CA,13.38,0,1,64,,8,0,7849,64.9,12,168.08,0,0,0,0,64,INDIVIDUAL,17th week,0,0,24876,12100
12000,12000,12000,60 months, ,9.76,B,B3,Structural Designer,1 year,RENT,35000,976xx,OR,20.95,0,0,25,,10,0,11325,78.1,12,0,0,0,0,0,,INDIVIDUAL,NAth week,0,0,46599,14500
6000,6000,6000,36 months,BAT4106493,10.99,B,B4,CSR,1 year,RENT,31000,366xx,AL,15.95,6,0,15,,12,0,4900,68.1,18,103.1,0,0,0,0,15,INDIVIDUAL,9th week,0,0,42553,7200
5000,5000,5000,36 months,,14.33,C,C2,Atp,10+ years,RENT,80000,331xx,FL,14.46,2,0,11,,7,0,12149,30.8,9,1137.86,0,0,0,0,23,INDIVIDUAL,131th week,0,0,34622,39400
17850,17850,17675,60 months, ,21.99,F,F1,SR. Claims Business Process Analyst,10+ years,MORTGAGE,49584,658xx,MO,32.55,1,1,22,,18,0,19892,70.8,35,0,0,0,0,0,66,INDIVIDUAL,NAth week,0,1095,183604,28100
10000,10000,9950,36 months,BAT5241177,9.99,B,B3,Supplier Mgmt.,10+ years,MORTGAGE,1.00E+05,751xx,TX,6.96,0,0,53,,7,0,6655,76.5,16,315.43,0,0,0,0,,INDIVIDUAL,17th week,0,0,134551,8700
12000,12000,12000,36 months,BAT6612051,12.69,C,C2,Regional Manager,10+ years,RENT,72000,071xx,NJ,20.33,0,0,66,,9,0,8892,61.7,21,481.53,0,0,0,0,66,INDIVIDUAL,17th week,0,0,42619,14400
18000,18000,18000,36 months,BAT4106493,7.26,A,A4,Systems Engineer,2 years,RENT,91000,904xx,CA,8.72,0,0,,,5,0,17775,41.3,7,200.56,0,0,0,0,,INDIVIDUAL,9th week,0,0,32758,43000
1500,1500,1500,36 months,BAT338166,18.24,D,D5,customer service dispatcher,< 1 year,RENT,65000,800xx,CO,8.11,1,1,21,107,5,1,531,26.5,24,171.31,0,0,0,0,21,INDIVIDUAL,35th week,0,829,14872,2000
23700,23700,23700,36 months, ,13.11,B,B4,Nova Southeastern University,10+ years,MORTGAGE,70000,333xx,FL,24.82,0,0,,,10,0,23515,81.4,22,3551.19,0,0,0,0,,INDIVIDUAL,74th week,0,0,35283,28900
4000,4000,4000,36 months,BAT605046,9.63,A,A5,Standard Secrurity Life Insurance Company of New York,2 years,MORTGAGE,108996,088xx,NJ,24.5,0,1,,,12,0,139544,70.1,19,260.44,0,0,0,0,,INDIVIDUAL,39th week,0,,,
12000,12000,12000,60 months, ,16.55,D,D2,Manager,10+ years,MORTGAGE,121700,750xx,TX,14.82,0,0,,,16,0,15546,35.6,34,1706.79,0,0,0,0,,INDIVIDUAL,48th week,0,0,373763,43700
9800,9800,9800,36 months,BAT4031849,14.33,C,C2,watermens bar and grill,5 years,RENT,35000,279xx,NC,9.87,1,1,9,,10,0,4984,32.6,38,1909.4,0,0,0,0,43,INDIVIDUAL,91th week,0,0,45367,15297
10000,10000,10000,36 months,BAT5241177,8.18,B,B1,Software Developer,< 1 year,MORTGAGE,80000,300xx,GA,12.34,1,1,15,,11,0,9838,50.2,15,190.37,0,0,0,0,,INDIVIDUAL,13th week,0,0,353200,19600
35000,35000,35000,60 months,BAT3840785,18.55,E,E2,Network Manager/ Senior Network Engineer,7 years,RENT,95000,761xx,TX,17.1,0,1,,,19,0,23253,52,28,3577.79,0,0,0,0,,INDIVIDUAL,31th week,0,0,53193,44700
5000,5000,5000,36 months,,12.69,C,C2,postal clerk,10+ years,MORTGAGE,56791,891xx,NV,13,0,0,,,3,0,27288,98.5,16,371.52,0,0,0,0,,INDIVIDUAL,30th week,0,0,151730,27700
7500,6075,0,36 months, ,8.32,A,A4,Bank of America Corp.,7 years,MORTGAGE,1.00E+05,604xx,IL,7.87,0,0,68,,12,0,8681,23.2,38,464.8,0,0,0,0,,INDIVIDUAL,57th week,0,,,
35000,35000,34950,60 months,BAT5046402,16.29,C,C4,The CDC,7 years,MORTGAGE,110000,305xx,GA,17.74,0,1,,,10,0,37553,75.1,29,12536.91,0,0,0,0,,INDIVIDUAL,144th week,0,0,387843,50010
9000,9000,9000,36 months,BAT5662637,9.99,B,B3,printer,10+ years,MORTGAGE,52000,440xx,OH,30.33,0,0,,,18,0,34505,31.5,35,351.54,0,0,0,0,,INDIVIDUAL,26th week,0,0,165612,109400
24000,24000,24000,60 months, ,14.99,C,C5,Administrative,10+ years,MORTGAGE,55000,310xx,GA,20.82,1,1,23,33,25,3,20442,39.6,37,3344.58,0,0,0,0,29,INDIVIDUAL,52th week,0,81,172594,51600
10200,10200,10200,36 months,BAT4729018,16.49,D,D3,installer,< 1 year,MORTGAGE,34000,371xx,TN,23.61,0,1,48,,8,0,8285,53.5,17,258.6,0,0,0,0,72,INDIVIDUAL,8th week,0,673,30848,15500
25000,25000,25000,36 months, ,7.26,A,A4,buyer,3 years,RENT,63000,113xx,NY,17.56,0,0,,,27,0,24099,43.7,38,141.17,0,0,0,0,,INDIVIDUAL,4th week,0,0,24099,55100
12000,12000,12000,60 months,BAT446479,22.15,E,E5,Program Manger,1 year,RENT,40000,911xx,CA,11.88,0,3,,,10,0,11680,62.8,12,3459.5,0,0,0,0,,INDIVIDUAL,74th week,0,0,23112,18600
28000,28000,28000,36 months,,7.69,A,A4,Sergeant,10+ years,OWN,130000,782xx,TX,19.46,1,1,15,,9,0,36628,57.4,19,2423.15,0,0,0,0,,INDIVIDUAL,74th week,0,101,76389,63800
10000,10000,10000,36 months,BAT5260863,14.65,C,C5,Receiving Dept,2 years,RENT,40000,023xx,MA,14.1,0,1,32,,4,0,7758,75.3,11,225.17,0,0,0,0,32,INDIVIDUAL,9th week,0,0,13905,10300
26500,26500,26442.76772,60 months, ,21.28,F,F2,At&t,10+ years,RENT,65000,300xx,GA,20.01,1,3,1,,8,0,20020,49.6,17,3472.12,0,1432.39,13.82,0,,INDIVIDUAL,35th week,0,,,
15000,15000,15000,36 months,BAT5260863,11.53,B,B5,,n/a,MORTGAGE,50000,894xx,NV,13.61,0,1,,,9,0,11515,51.2,19,265.66,0,0,0,0,,INDIVIDUAL,9th week,0,0,197158,22500
17325,17325,17325,60 months,BAT4138794,11.14,B,B2,NAPA,10+ years,MORTGAGE,39000,973xx,OR,3.42,0,0,,,7,0,7425,28.3,12,934.4,0,0,0,0,,INDIVIDUAL,26th week,0,0,136800,26200
7200,7200,7200,36 months,,12.12,B,B3,Harlow-HRK,1 year,RENT,38500,986xx,WA,14.12,0,0,34,,5,0,5496,62.5,13,1035.2,0,0,0,0,,INDIVIDUAL,78th week,0,0,8999,8800
30000,30000,30000,36 months,BAT5662637,8.18,B,B1,"Director, Talent Acquisition",2 years,RENT,250000,941xx,CA,6,0,0,45,,10,0,22421,74,28,944.57,0,0,0,0,60,INDIVIDUAL,22th week,0,0,38709,30300
14000,14000,14000,36 months, ,7.89,A,A5,,n/a,MORTGAGE,54700,853xx,AZ,21.15,0,1,,,8,0,24067,79.2,14,810.19,0,0,0,0,,INDIVIDUAL,44th week,0,0,233734,30400
7125,7125,7125,36 months, ,9.76,B,B3,human resources,10+ years,OWN,33000,546xx,WI,23.65,0,0,,,12,0,14361,42.7,21,0,0,0,0,0,,INDIVIDUAL,NAth week,0,0,20166,33600
7200,7200,7200,36 months, ,11.53,B,B5,REGIONAL SALES MANAGER,< 1 year,MORTGAGE,75000,773xx,TX,29.66,1,0,13,,11,0,28192,41.1,19,127.52,0,0,0,0,,INDIVIDUAL,9th week,0,0,365960,68600
5000,5000,5000,36 months,BAT5662637,8.18,B,B1,Administrative Assistant,10+ years,MORTGAGE,50000,531xx,WI,2.5,1,2,10,67,10,1,3653,11.3,20,189.54,0,0,0,0,52,INDIVIDUAL,26th week,0,0,182040,32300
35000,35000,35000,36 months,,9.8,B,B3,Engineer,7 years,MORTGAGE,95000,115xx,NY,4.8,0,0,25,,11,0,19055,44.2,17,0,0,0,0,0,,INDIVIDUAL,NAth week,0,0,369176,43100
35000,35000,35000,36 months,BAT6248271,20.2,E,E3,registered nurse,10+ years,MORTGAGE,98000,107xx,NY,10.06,1,1,17,,13,0,2673,33.8,35,6843.27,0,0,0,0,17,INDIVIDUAL,65th week,0,0,423943,7900
4000,4000,4000,36 months, ,15.62,D,D1,dch paramus Honda,2 years,RENT,45000,104xx,NY,10.61,0,3,,,8,0,1904,34.2,8,1032.45,0,0,0,0,,INDIVIDUAL,157th week,0,,,
